Fiscal Year,County,Region,Type of Allegation,Allegation Count
2022,Hunt,3-Arlington,Medical Neglect,74
2022,Hunt,3-Arlington,Neglectful Supervision,806
2022,Hunt,3-Arlington,Physical Abuse,258
2022,Hunt,3-Arlington,Physical Neglect,120
2022,Hunt,3-Arlington,Refusal To Accept Parental Responsibility,9
2022,Hunt,3-Arlington,Sex Trafficking,2
2022,Hunt,3-Arlington,Sexual Abuse,302
2022,Johnson,3-Arlington,Abandonment,1
2022,Johnson,3-Arlington,Emotional Abuse,76
2022,Johnson,3-Arlington,Labor Trafficking,2
2022,Johnson,3-Arlington,Medical Neglect,110
2022,Johnson,3-Arlington,Neglectful Supervision,1323
2022,Johnson,3-Arlington,Physical Abuse,438
2022,Johnson,3-Arlington,Physical Neglect,155
2022,Johnson,3-Arlington,Refusal To Accept Parental Responsibility,14
2022,Johnson,3-Arlington,Sex Trafficking,4
2022,Johnson,3-Arlington,Sexual Abuse,430
2022,Kaufman,3-Arlington,Abandonment,16
2022,Kaufman,3-Arlington,Emotional Abuse,63
2022,Kaufman,3-Arlington,Medical Neglect,95
2022,Kaufman,3-Arlington,Neglectful Supervision,1048
2022,Kaufman,3-Arlington,Physical Abuse,373
2022,Kaufman,3-Arlington,Physical Neglect,119
2022,Kaufman,3-Arlington,Refusal To Accept Parental Responsibility,13
2022,Kaufman,3-Arlington,Sex Trafficking,1
2022,Kaufman,3-Arlington,Sexual Abuse,334
2022,Navarro,3-Arlington,Emotional Abuse,14
2022,Navarro,3-Arlington,Medical Neglect,29
2022,Navarro,3-Arlington,Neglectful Supervision,367
2022,Navarro,3-Arlington,Physical Abuse,122
2022,Navarro,3-Arlington,Physical Neglect,87
2022,Navarro,3-Arlington,Sex Trafficking,1
2022,Navarro,3-Arlington,Sexual Abuse,137
2022,Palo Pinto,3-Arlington,Abandonment,1
2022,Palo Pinto,3-Arlington,Emotional Abuse,12
2022,Palo Pinto,3-Arlington,Medical Neglect,23
2022,Palo Pinto,3-Arlington,Neglectful Supervision,264
2022,Palo Pinto,3-Arlington,Physical Abuse,53
2022,Palo Pinto,3-Arlington,Physical Neglect,43
2022,Palo Pinto,3-Arlington,Refusal To Accept Parental Responsibility,3
2022,Palo Pinto,3-Arlington,Sex Trafficking,1
2022,Palo Pinto,3-Arlington,Sexual Abuse,79
2022,Parker,3-Arlington,Abandonment,2
2022,Parker,3-Arlington,Emotional Abuse,79
2022,Parker,3-Arlington,Labor Trafficking,1
2022,Parker,3-Arlington,Medical Neglect,114
2022,Parker,3-Arlington,Neglectful Supervision,1041
2022,Parker,3-Arlington,Physical Abuse,358
2022,Parker,3-Arlington,Physical Neglect,141
2022,Parker,3-Arlington,Refusal To Accept Parental Responsibility,12
2022,Parker,3-Arlington,Sex Trafficking,4
2022,Parker,3-Arlington,Sexual Abuse,357
2022,Rockwall,3-Arlington,Abandonment,1
2022,Rockwall,3-Arlington,Emotional Abuse,28
2022,Rockwall,3-Arlington,Medical Neglect,48
2022,Rockwall,3-Arlington,Neglectful Supervision,515
2022,Rockwall,3-Arlington,Physical Abuse,206
2022,Rockwall,3-Arlington,Physical Neglect,40
2022,Rockwall,3-Arlington,Refusal To Accept Parental Responsibility,5
2022,Rockwall,3-Arlington,Sex Trafficking,2
2022,Rockwall,3-Arlington,Sexual Abuse,186
2022,Somervell,3-Arlington,Emotional Abuse,1
2022,Somervell,3-Arlington,Medical Neglect,7
2022,Somervell,3-Arlington,Neglectful Supervision,100
2022,Somervell,3-Arlington,Physical Abuse,31
2022,Somervell,3-Arlington,Physical Neglect,11
2022,Somervell,3-Arlington,Sex Trafficking,2
2022,Somervell,3-Arlington,Sexual Abuse,27
2022,Tarrant,3-Arlington,Abandonment,56
2022,Tarrant,3-Arlington,Emotional Abuse,836
2022,Tarrant,3-Arlington,Labor Trafficking,6
2022,Tarrant,3-Arlington,Medical Neglect,1337
2022,Tarrant,3-Arlington,Neglectful Supervision,14841
2022,Tarrant,3-Arlington,Physical Abuse,5204
2022,Tarrant,3-Arlington,Physical Neglect,1513
2022,Tarrant,3-Arlington,Refusal To Accept Parental Responsibility,164
2022,Tarrant,3-Arlington,Sex Trafficking,44
2022,Tarrant,3-Arlington,Sexual Abuse,4055
2022,Wise,3-Arlington,Abandonment,1
2022,Wise,3-Arlington,Emotional Abuse,16
2022,Wise,3-Arlington,Medical Neglect,39
2022,Wise,3-Arlington,Neglectful Supervision,477
2022,Wise,3-Arlington,Physical Abuse,147
2022,Wise,3-Arlington,Physical Neglect,88
2022,Wise,3-Arlington,Refusal To Accept Parental Responsibility,6
2022,Wise,3-Arlington,Sexual Abuse,191
2022,Anderson,4-Tyler,Abandonment,4
2022,Anderson,4-Tyler,Emotional Abuse,25
2022,Anderson,4-Tyler,Medical Neglect,26
2022,Anderson,4-Tyler,Neglectful Supervision,356
2022,Anderson,4-Tyler,Physical Abuse,136
2022,Anderson,4-Tyler,Physical Neglect,68
2022,Anderson,4-Tyler,Refusal To Accept Parental Responsibility,5
2022,Anderson,4-Tyler,Sex Trafficking,4
2022,Anderson,4-Tyler,Sexual Abuse,115
2022,Bowie,4-Tyler,Abandonment,5
2022,Bowie,4-Tyler,Emotional Abuse,34
2022,Bowie,4-Tyler,Medical Neglect,63
2022,Bowie,4-Tyler,Neglectful Supervision,722
2022,Bowie,4-Tyler,Physical Abuse,248
2022,Bowie,4-Tyler,Physical Neglect,167
2022,Bowie,4-Tyler,Refusal To Accept Parental Responsibility,10
2022,Bowie,4-Tyler,Sex Trafficking,3
2022,Bowie,4-Tyler,Sexual Abuse,240
2022,Camp,4-Tyler,Abandonment,2
2022,Camp,4-Tyler,Emotional Abuse,3
2022,Camp,4-Tyler,Neglectful Supervision,106
2022,Camp,4-Tyler,Physical Abuse,28
2022,Camp,4-Tyler,Physical Neglect,18
2022,Camp,4-Tyler,Refusal To Accept Parental Responsibility,2
2022,Camp,4-Tyler,Sexual Abuse,30
2022,Cass,4-Tyler,Abandonment,1
2022,Cass,4-Tyler,Emotional Abuse,9
2022,Cass,4-Tyler,Labor Trafficking,1
2022,Cass,4-Tyler,Medical Neglect,22
2022,Cass,4-Tyler,Neglectful Supervision,237
2022,Cass,4-Tyler,Physical Abuse,73
2022,Cass,4-Tyler,Physical Neglect,26
2022,Cass,4-Tyler,Refusal To Accept Parental Responsibility,3
2022,Cass,4-Tyler,Sexual Abuse,81
2022,Cherokee,4-Tyler,Emotional Abuse,30
2022,Cherokee,4-Tyler,Medical Neglect,46
2022,Cherokee,4-Tyler,Neglectful Supervision,562
2022,Cherokee,4-Tyler,Physical Abuse,179
2022,Cherokee,4-Tyler,Physical Neglect,96
2022,Cherokee,4-Tyler,Refusal To Accept Parental Responsibility,5
2022,Cherokee,4-Tyler,Sex Trafficking,3
2022,Cherokee,4-Tyler,Sexual Abuse,167
2022,Delta,4-Tyler,Emotional Abuse,1
2022,Delta,4-Tyler,Medical Neglect,2
2022,Delta,4-Tyler,Neglectful Supervision,28
2022,Delta,4-Tyler,Physical Abuse,12
2022,Delta,4-Tyler,Physical Neglect,9
2022,Delta,4-Tyler,Sexual Abuse,14
2022,Franklin,4-Tyler,Abandonment,1
2022,Franklin,4-Tyler,Emotional Abuse,11
2022,Franklin,4-Tyler,Medical Neglect,6
2022,Franklin,4-Tyler,Neglectful Supervision,62
2022,Franklin,4-Tyler,Physical Abuse,22
2022,Franklin,4-Tyler,Physical Neglect,9
2022,Franklin,4-Tyler,Sexual Abuse,19
2022,Gregg,4-Tyler,Abandonment,4
2022,Gregg,4-Tyler,Emotional Abuse,76
2022,Gregg,4-Tyler,Medical Neglect,54
2022,Gregg,4-Tyler,Neglectful Supervision,1103
2022,Gregg,4-Tyler,Physical Abuse,348
2022,Gregg,4-Tyler,Physical Neglect,152
2022,Gregg,4-Tyler,Refusal To Accept Parental Responsibility,16
2022,Gregg,4-Tyler,Sex Trafficking,4
2022,Gregg,4-Tyler,Sexual Abuse,287
2022,Harrison,4-Tyler,Abandonment,3
2022,Harrison,4-Tyler,Emotional Abuse,29
2022,Harrison,4-Tyler,Medical Neglect,34
2022,Harrison,4-Tyler,Neglectful Supervision,437
2022,Harrison,4-Tyler,Physical Abuse,178
2022,Harrison,4-Tyler,Physical Neglect,104
2022,Harrison,4-Tyler,Refusal To Accept Parental Responsibility,3
2022,Harrison,4-Tyler,Sex Trafficking,1
2022,Harrison,4-Tyler,Sexual Abuse,155
2022,Henderson,4-Tyler,Abandonment,1
2022,Henderson,4-Tyler,Emotional Abuse,36
2022,Henderson,4-Tyler,Medical Neglect,65
2022,Henderson,4-Tyler,Neglectful Supervision,761
2022,Henderson,4-Tyler,Physical Abuse,267
2022,Henderson,4-Tyler,Physical Neglect,141
2022,Henderson,4-Tyler,Refusal To Accept Parental Responsibility,4
2022,Henderson,4-Tyler,Sex Trafficking,2
2022,Henderson,4-Tyler,Sexual Abuse,255
2022,Hopkins,4-Tyler,Emotional Abuse,19
2022,Hopkins,4-Tyler,Medical Neglect,20
2022,Hopkins,4-Tyler,Neglectful Supervision,305
2022,Hopkins,4-Tyler,Physical Abuse,115
2022,Hopkins,4-Tyler,Physical Neglect,40
2022,Hopkins,4-Tyler,Refusal To Accept Parental Responsibility,3
2022,Hopkins,4-Tyler,Sexual Abuse,131
2022,Lamar,4-Tyler,Emotional Abuse,14
2022,Lamar,4-Tyler,Medical Neglect,35
2022,Lamar,4-Tyler,Neglectful Supervision,450
2022,Lamar,4-Tyler,Physical Abuse,115
2022,Lamar,4-Tyler,Physical Neglect,62
2022,Lamar,4-Tyler,Refusal To Accept Parental Responsibility,1
2022,Lamar,4-Tyler,Sex Trafficking,5
2022,Lamar,4-Tyler,Sexual Abuse,110
2022,Marion,4-Tyler,Emotional Abuse,4
2022,Marion,4-Tyler,Medical Neglect,4
2022,Marion,4-Tyler,Neglectful Supervision,56
2022,Marion,4-Tyler,Physical Abuse,23
2022,Marion,4-Tyler,Physical Neglect,6
2022,Marion,4-Tyler,Sex Trafficking,1
2022,Marion,4-Tyler,Sexual Abuse,26
2022,Morris,4-Tyler,Emotional Abuse,7
2022,Morris,4-Tyler,Medical Neglect,15
2022,Morris,4-Tyler,Neglectful Supervision,124
2022,Morris,4-Tyler,Physical Abuse,36
2022,Morris,4-Tyler,Physical Neglect,16
2022,Morris,4-Tyler,Sexual Abuse,44
2022,Panola,4-Tyler,Emotional Abuse,10
2022,Panola,4-Tyler,Medical Neglect,18
2022,Panola,4-Tyler,Neglectful Supervision,141
2022,Panola,4-Tyler,Physical Abuse,62
2022,Panola,4-Tyler,Physical Neglect,31
2022,Panola,4-Tyler,Sex Trafficking,2
2022,Panola,4-Tyler,Sexual Abuse,56
2022,Rains,4-Tyler,Emotional Abuse,7
2022,Rains,4-Tyler,Medical Neglect,10
2022,Rains,4-Tyler,Neglectful Supervision,100
2022,Rains,4-Tyler,Physical Abuse,31
2022,Rains,4-Tyler,Physical Neglect,18
2022,Rains,4-Tyler,Sexual Abuse,36
2022,Red River,4-Tyler,Emotional Abuse,7
2022,Red River,4-Tyler,Medical Neglect,10
2022,Red River,4-Tyler,Neglectful Supervision,119
2022,Red River,4-Tyler,Physical Abuse,48
2022,Red River,4-Tyler,Physical Neglect,32
2022,Red River,4-Tyler,Refusal To Accept Parental Responsibility,1
2022,Red River,4-Tyler,Sex Trafficking,1
2022,Red River,4-Tyler,Sexual Abuse,51
2022,Rusk,4-Tyler,Abandonment,1
2022,Rusk,4-Tyler,Emotional Abuse,14
2022,Rusk,4-Tyler,Medical Neglect,32
2022,Rusk,4-Tyler,Neglectful Supervision,311
2022,Rusk,4-Tyler,Physical Abuse,120
2022,Rusk,4-Tyler,Physical Neglect,29
2022,Rusk,4-Tyler,Refusal To Accept Parental Responsibility,2
2022,Rusk,4-Tyler,Sexual Abuse,95
2022,Smith,4-Tyler,Abandonment,5
2022,Smith,4-Tyler,Emotional Abuse,95
2022,Smith,4-Tyler,Medical Neglect,135
2022,Smith,4-Tyler,Neglectful Supervision,1614
2022,Smith,4-Tyler,Physical Abuse,597
2022,Smith,4-Tyler,Physical Neglect,192
2022,Smith,4-Tyler,Refusal To Accept Parental Responsibility,23
2022,Smith,4-Tyler,Sex Trafficking,5
2022,Smith,4-Tyler,Sexual Abuse,535
2022,Titus,4-Tyler,Emotional Abuse,19
2022,Titus,4-Tyler,Medical Neglect,19
2022,Titus,4-Tyler,Neglectful Supervision,215
2022,Titus,4-Tyler,Physical Abuse,64
2022,Titus,4-Tyler,Physical Neglect,30
2022,Titus,4-Tyler,Refusal To Accept Parental Responsibility,1
2022,Titus,4-Tyler,Sex Trafficking,1
2022,Titus,4-Tyler,Sexual Abuse,49
2022,Upshur,4-Tyler,Emotional Abuse,19
2022,Upshur,4-Tyler,Medical Neglect,21
2022,Upshur,4-Tyler,Neglectful Supervision,309
2022,Upshur,4-Tyler,Physical Abuse,138
2022,Upshur,4-Tyler,Physical Neglect,53
2022,Upshur,4-Tyler,Sexual Abuse,135
2022,Van Zandt,4-Tyler,Emotional Abuse,33
2022,Van Zandt,4-Tyler,Medical Neglect,28
2022,Van Zandt,4-Tyler,Neglectful Supervision,377
2022,Van Zandt,4-Tyler,Physical Abuse,160
2022,Van Zandt,4-Tyler,Physical Neglect,98
2022,Van Zandt,4-Tyler,Refusal To Accept Parental Responsibility,5
2022,Van Zandt,4-Tyler,Sexual Abuse,168
2022,Wood,4-Tyler,Abandonment,2
2022,Wood,4-Tyler,Emotional Abuse,11
2022,Wood,4-Tyler,Medical Neglect,15
2022,Wood,4-Tyler,Neglectful Supervision,245
2022,Wood,4-Tyler,Physical Abuse,76
2022,Wood,4-Tyler,Physical Neglect,46
2022,Wood,4-Tyler,Refusal To Accept Parental Responsibility,4
2022,Wood,4-Tyler,Sex Trafficking,1
2022,Wood,4-Tyler,Sexual Abuse,93
2022,Angelina,5-Beaumont,Abandonment,3
2022,Angelina,5-Beaumont,Emotional Abuse,32
2022,Angelina,5-Beaumont,Medical Neglect,63
2022,Angelina,5-Beaumont,Neglectful Supervision,684
2022,Angelina,5-Beaumont,Physical Abuse,226
2022,Angelina,5-Beaumont,Physical Neglect,113
2022,Angelina,5-Beaumont,Refusal To Accept Parental Responsibility,5
2022,Angelina,5-Beaumont,Sex Trafficking,2
2022,Angelina,5-Beaumont,Sexual Abuse,255
2022,Hardin,5-Beaumont,Emotional Abuse,19
2022,Hardin,5-Beaumont,Medical Neglect,31
2022,Hardin,5-Beaumont,Neglectful Supervision,355
2022,Hardin,5-Beaumont,Physical Abuse,142
2022,Hardin,5-Beaumont,Physical Neglect,64
2022,Hardin,5-Beaumont,Refusal To Accept Parental Responsibility,6
2022,Hardin,5-Beaumont,Sexual Abuse,169
2022,Houston,5-Beaumont,Abandonment,2
2022,Houston,5-Beaumont,Emotional Abuse,4
2022,Houston,5-Beaumont,Medical Neglect,11
2022,Houston,5-Beaumont,Neglectful Supervision,135
2022,Houston,5-Beaumont,Physical Abuse,52
2022,Houston,5-Beaumont,Physical Neglect,23
2022,Houston,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,Houston,5-Beaumont,Sexual Abuse,56
2022,Jasper,5-Beaumont,Emotional Abuse,11
2022,Jasper,5-Beaumont,Medical Neglect,14
2022,Jasper,5-Beaumont,Neglectful Supervision,270
2022,Jasper,5-Beaumont,Physical Abuse,83
2022,Jasper,5-Beaumont,Physical Neglect,73
2022,Jasper,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,Jasper,5-Beaumont,Sex Trafficking,4
2022,Jasper,5-Beaumont,Sexual Abuse,101
2022,Jefferson,5-Beaumont,Abandonment,1
2022,Jefferson,5-Beaumont,Emotional Abuse,84
2022,Jefferson,5-Beaumont,Labor Trafficking,1
2022,Jefferson,5-Beaumont,Medical Neglect,123
2022,Jefferson,5-Beaumont,Neglectful Supervision,1545
2022,Jefferson,5-Beaumont,Physical Abuse,565
2022,Jefferson,5-Beaumont,Physical Neglect,268
2022,Jefferson,5-Beaumont,Refusal To Accept Parental Responsibility,23
2022,Jefferson,5-Beaumont,Sex Trafficking,11
2022,Jefferson,5-Beaumont,Sexual Abuse,387
2022,Nacogdoches,5-Beaumont,Abandonment,1
2022,Nacogdoches,5-Beaumont,Emotional Abuse,15
2022,Nacogdoches,5-Beaumont,Medical Neglect,29
2022,Nacogdoches,5-Beaumont,Neglectful Supervision,379
2022,Nacogdoches,5-Beaumont,Physical Abuse,150
2022,Nacogdoches,5-Beaumont,Physical Neglect,81
2022,Nacogdoches,5-Beaumont,Refusal To Accept Parental Responsibility,4
2022,Nacogdoches,5-Beaumont,Sexual Abuse,100
2022,Newton,5-Beaumont,Emotional Abuse,1
2022,Newton,5-Beaumont,Medical Neglect,4
2022,Newton,5-Beaumont,Neglectful Supervision,59
2022,Newton,5-Beaumont,Physical Abuse,21
2022,Newton,5-Beaumont,Physical Neglect,12
2022,Newton,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,Newton,5-Beaumont,Sexual Abuse,27
2022,Orange,5-Beaumont,Emotional Abuse,40
2022,Orange,5-Beaumont,Medical Neglect,60
2022,Orange,5-Beaumont,Neglectful Supervision,692
2022,Orange,5-Beaumont,Physical Abuse,215
2022,Orange,5-Beaumont,Physical Neglect,109
2022,Orange,5-Beaumont,Refusal To Accept Parental Responsibility,5
2022,Orange,5-Beaumont,Sex Trafficking,4
2022,Orange,5-Beaumont,Sexual Abuse,244
2022,Polk,5-Beaumont,Emotional Abuse,26
2022,Polk,5-Beaumont,Medical Neglect,38
2022,Polk,5-Beaumont,Neglectful Supervision,431
2022,Polk,5-Beaumont,Physical Abuse,152
2022,Polk,5-Beaumont,Physical Neglect,103
2022,Polk,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,Polk,5-Beaumont,Sexual Abuse,150
2022,Sabine,5-Beaumont,Medical Neglect,3
2022,Sabine,5-Beaumont,Neglectful Supervision,82
2022,Sabine,5-Beaumont,Physical Abuse,19
2022,Sabine,5-Beaumont,Physical Neglect,4
2022,Sabine,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,Sabine,5-Beaumont,Sex Trafficking,1
2022,Sabine,5-Beaumont,Sexual Abuse,25
2022,San Augustine,5-Beaumont,Emotional Abuse,2
2022,San Augustine,5-Beaumont,Medical Neglect,2
2022,San Augustine,5-Beaumont,Neglectful Supervision,57
2022,San Augustine,5-Beaumont,Physical Abuse,14
2022,San Augustine,5-Beaumont,Physical Neglect,13
2022,San Augustine,5-Beaumont,Sexual Abuse,18
2022,San Jacinto,5-Beaumont,Abandonment,1
2022,San Jacinto,5-Beaumont,Emotional Abuse,8
2022,San Jacinto,5-Beaumont,Medical Neglect,18
2022,San Jacinto,5-Beaumont,Neglectful Supervision,203
2022,San Jacinto,5-Beaumont,Physical Abuse,86
2022,San Jacinto,5-Beaumont,Physical Neglect,29
2022,San Jacinto,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,San Jacinto,5-Beaumont,Sexual Abuse,46
2022,Shelby,5-Beaumont,Abandonment,2
2022,Shelby,5-Beaumont,Emotional Abuse,5
2022,Shelby,5-Beaumont,Medical Neglect,8
2022,Shelby,5-Beaumont,Neglectful Supervision,136
2022,Shelby,5-Beaumont,Physical Abuse,46
2022,Shelby,5-Beaumont,Physical Neglect,25
2022,Shelby,5-Beaumont,Refusal To Accept Parental Responsibility,1
2022,Shelby,5-Beaumont,Sex Trafficking,2
2022,Shelby,5-Beaumont,Sexual Abuse,62
2022,Trinity,5-Beaumont,Emotional Abuse,5
2022,Trinity,5-Beaumont,Medical Neglect,10
2022,Trinity,5-Beaumont,Neglectful Supervision,140
2022,Trinity,5-Beaumont,Physical Abuse,29
2022,Trinity,5-Beaumont,Physical Neglect,48
2022,Trinity,5-Beaumont,Refusal To Accept Parental Responsibility,5
2022,Trinity,5-Beaumont,Sex Trafficking,1
2022,Trinity,5-Beaumont,Sexual Abuse,57
2022,Tyler,5-Beaumont,Emotional Abuse,10
2022,Tyler,5-Beaumont,Medical Neglect,16
2022,Tyler,5-Beaumont,Neglectful Supervision,203
2022,Tyler,5-Beaumont,Physical Abuse,61
2022,Tyler,5-Beaumont,Physical Neglect,50
2022,Tyler,5-Beaumont,Sex Trafficking,2
2022,Tyler,5-Beaumont,Sexual Abuse,66
2022,Austin,6-Houston,Emotional Abuse,8
2022,Austin,6-Houston,Medical Neglect,15
2022,Austin,6-Houston,Neglectful Supervision,162
2022,Austin,6-Houston,Physical Abuse,41
2022,Austin,6-Houston,Physical Neglect,16
2022,Austin,6-Houston,Refusal To Accept Parental Responsibility,1
2022,Austin,6-Houston,Sexual Abuse,65
2022,Brazoria,6-Houston,Abandonment,4
2022,Brazoria,6-Houston,Emotional Abuse,92
2022,Brazoria,6-Houston,Labor Trafficking,1
2022,Brazoria,6-Houston,Medical Neglect,179
2022,Brazoria,6-Houston,Neglectful Supervision,1656
2022,Brazoria,6-Houston,Physical Abuse,670
2022,Brazoria,6-Houston,Physical Neglect,232
2022,Brazoria,6-Houston,Refusal To Accept Parental Responsibility,16
2022,Brazoria,6-Houston,Sex Trafficking,7
2022,Brazoria,6-Houston,Sexual Abuse,636
2022,Chambers,6-Houston,Emotional Abuse,11
2022,Chambers,6-Houston,Medical Neglect,22
2022,Chambers,6-Houston,Neglectful Supervision,214
2022,Chambers,6-Houston,Physical Abuse,77
2022,Chambers,6-Houston,Physical Neglect,24
2022,Chambers,6-Houston,Refusal To Accept Parental Responsibility,3
2022,Chambers,6-Houston,Sex Trafficking,1
2022,Chambers,6-Houston,Sexual Abuse,99
2022,Colorado,6-Houston,Emotional Abuse,4
2022,Colorado,6-Houston,Medical Neglect,13
2022,Colorado,6-Houston,Neglectful Supervision,112
2022,Colorado,6-Houston,Physical Abuse,35
2022,Colorado,6-Houston,Physical Neglect,24
2022,Colorado,6-Houston,Sexual Abuse,43
2022,Fort Bend,6-Houston,Abandonment,5
2022,Fort Bend,6-Houston,Emotional Abuse,201
2022,Fort Bend,6-Houston,Medical Neglect,330
2022,Fort Bend,6-Houston,Neglectful Supervision,2440
2022,Fort Bend,6-Houston,Physical Abuse,1114
2022,Fort Bend,6-Houston,Physical Neglect,195
2022,Fort Bend,6-Houston,Refusal To Accept Parental Responsibility,50
2022,Fort Bend,6-Houston,Sex Trafficking,3
2022,Fort Bend,6-Houston,Sexual Abuse,986
2022,Galveston,6-Houston,Abandonment,4
2022,Galveston,6-Houston,Emotional Abuse,123
2022,Galveston,6-Houston,Labor Trafficking,3
2022,Galveston,6-Houston,Medical Neglect,180
2022,Galveston,6-Houston,Neglectful Supervision,1987
2022,Galveston,6-Houston,Physical Abuse,708
2022,Galveston,6-Houston,Physical Neglect,283
2022,Galveston,6-Houston,Refusal To Accept Parental Responsibility,15
2022,Galveston,6-Houston,Sex Trafficking,10
2022,Galveston,6-Houston,Sexual Abuse,687
2022,Harris,6-Houston,Abandonment,113
2022,Harris,6-Houston,Emotional Abuse,1420
2022,Harris,6-Houston,Labor Trafficking,17
2022,Harris,6-Houston,Medical Neglect,2344
2022,Harris,6-Houston,Neglectful Supervision,22936
2022,Harris,6-Houston,Physical Abuse,9236
2022,Harris,6-Houston,Physical Neglect,2711
2022,Harris,6-Houston,Refusal To Accept Parental Responsibility,552
2022,Harris,6-Houston,Sex Trafficking,119
2022,Harris,6-Houston,Sexual Abuse,9132
2022,Liberty,6-Houston,Abandonment,5
2022,Liberty,6-Houston,Emotional Abuse,37
2022,Liberty,6-Houston,Labor Trafficking,1
2022,Liberty,6-Houston,Medical Neglect,69
2022,Liberty,6-Houston,Neglectful Supervision,724
2022,Liberty,6-Houston,Physical Abuse,302
2022,Liberty,6-Houston,Physical Neglect,138
2022,Liberty,6-Houston,Refusal To Accept Parental Responsibility,6
2022,Liberty,6-Houston,Sexual Abuse,302
2022,Matagorda,6-Houston,Emotional Abuse,7
2022,Matagorda,6-Houston,Medical Neglect,16
2022,Matagorda,6-Houston,Neglectful Supervision,312
2022,Matagorda,6-Houston,Physical Abuse,86
2022,Matagorda,6-Houston,Physical Neglect,30
2022,Matagorda,6-Houston,Refusal To Accept Parental Responsibility,3
2022,Matagorda,6-Houston,Sex Trafficking,1
2022,Matagorda,6-Houston,Sexual Abuse,101
2022,Montgomery,6-Houston,Abandonment,12
2022,Montgomery,6-Houston,Emotional Abuse,233
2022,Montgomery,6-Houston,Labor Trafficking,5
2022,Montgomery,6-Houston,Medical Neglect,349
2022,Montgomery,6-Houston,Neglectful Supervision,3590
2022,Montgomery,6-Houston,Physical Abuse,1399
2022,Montgomery,6-Houston,Physical Neglect,485
2022,Montgomery,6-Houston,Refusal To Accept Parental Responsibility,44
2022,Montgomery,6-Houston,Sex Trafficking,22
2022,Montgomery,6-Houston,Sexual Abuse,1458
2022,Walker,6-Houston,Abandonment,1
2022,Walker,6-Houston,Emotional Abuse,20
2022,Walker,6-Houston,Medical Neglect,29
2022,Walker,6-Houston,Neglectful Supervision,302
2022,Walker,6-Houston,Physical Abuse,135
2022,Walker,6-Houston,Physical Neglect,65
2022,Walker,6-Houston,Refusal To Accept Parental Responsibility,4
2022,Walker,6-Houston,Sex Trafficking,2
2022,Walker,6-Houston,Sexual Abuse,147
2022,Waller,6-Houston,Emotional Abuse,14
2022,Waller,6-Houston,Labor Trafficking,1
2022,Waller,6-Houston,Medical Neglect,24
2022,Waller,6-Houston,Neglectful Supervision,227
2022,Waller,6-Houston,Physical Abuse,113
2022,Waller,6-Houston,Physical Neglect,16
2022,Waller,6-Houston,Refusal To Accept Parental Responsibility,5
2022,Waller,6-Houston,Sexual Abuse,95
2022,Wharton,6-Houston,Emotional Abuse,15
2022,Wharton,6-Houston,Medical Neglect,20
2022,Wharton,6-Houston,Neglectful Supervision,280
2022,Wharton,6-Houston,Physical Abuse,63
